sub	session	condition	accuracy	RT
sub-5022	9	S_C	0.9583333333333333	0.9948333333333332
sub-5022	9	S_H	1.0	1.1963333333333335
sub-5022	9	S_L	0.9583333333333333	1.2538749999999999
sub-5022	9	S_U	0.9583333333333333	1.476375
sub-5024	7	S_C	0.9583333333333333	1.295
sub-5024	7	S_H	0.9166666666666666	1.166969696969697
sub-5024	7	S_L	0.875	1.3690833333333332
sub-5024	7	S_U	0.8333333333333334	1.4359545454545455
sub-5024	9	S_C	0.9583333333333333	1.2271666666666667
sub-5024	9	S_H	0.9583333333333333	1.2690833333333333
sub-5024	9	S_L	0.75	1.4015416666666667
sub-5024	9	S_U	0.9166666666666666	1.3533636363636363
sub-5025	7	S_C	1.0	1.7764583333333335
sub-5025	7	S_H	0.9166666666666666	1.2527310606060607
sub-5025	7	S_L	0.9166666666666666	1.306
sub-5025	7	S_U	0.9583333333333333	1.3771666666666667
sub-5025	9	S_C	1.0	1.277375
sub-5025	9	S_H	1.0	0.9535416666666666
sub-5025	9	S_L	1.0	1.2480833333333332
sub-5025	9	S_U	0.875	1.1229166666666668
sub-5029	7	S_C	0.9166666666666667	0.8027916666666668
sub-5029	7	S_H	0.9583333333333333	1.0633598484848483
sub-5029	7	S_L	0.9583333333333333	1.280875
sub-5029	7	S_U	0.7916666666666667	1.4221666666666666
sub-5029	9	S_C	1.0	1.8087499999999999
sub-5029	9	S_H	0.9583333333333333	1.1812083333333332
sub-5029	9	S_L	0.9583333333333333	1.1885833333333333
sub-5029	9	S_U	1.0	1.369625
sub-5032	7	S_C	0.9166666666666667	0.6571666666666667
sub-5032	7	S_H	1.0	1.1775416666666665
sub-5032	7	S_L	0.8333333333333333	1.1617083333333333
sub-5032	7	S_U	0.8333333333333333	1.2268674242424242
sub-5032	9	S_C	1.0	0.8029166666666666
sub-5032	9	S_H	1.0	1.1535
sub-5032	9	S_L	1.0	1.281625
sub-5032	9	S_U	0.625	1.618375
sub-5034	7	S_C	1.0	0.8825833333333333
sub-5034	7	S_H	0.9166666666666667	1.1962083333333333
sub-5034	7	S_L	1.0	1.2165
sub-5034	7	S_U	0.9583333333333333	1.3940416666666666
sub-5034	9	S_C	1.0	0.6657083333333333
sub-5034	9	S_H	0.75	1.077125
sub-5034	9	S_L	0.5416666666666666	1.1234583333333332
sub-5034	9	S_U	1.0	1.1385
sub-5040	7	S_C	1.0	1.1337916666666668
sub-5040	7	S_H	0.9166666666666666	0.9945
sub-5040	7	S_L	0.7916666666666666	1.0427916666666666
sub-5040	7	S_U	0.5416666666666667	1.0889583333333333
sub-5040	9	S_C	0.9166666666666666	0.752375
sub-5040	9	S_H	0.875	1.2654166666666669
sub-5040	9	S_L	0.875	1.4695
sub-5040	9	S_U	0.6666666666666667	1.4590037878787878
sub-5042	7	S_C	1.0	0.9041250000000001
sub-5042	7	S_H	0.5	1.1818863636363637
sub-5042	7	S_L	0.41666666666666663	1.485440909090909
sub-5042	7	S_U	0.7083333333333333	1.4674999999999998
sub-5042	9	S_C	1.0	1.0215416666666666
sub-5042	9	S_H	0.9583333333333333	0.998344696969697
sub-5042	9	S_L	0.9166666666666666	1.3034583333333334
sub-5042	9	S_U	0.8333333333333333	1.2892916666666667
sub-5043	7	S_C	0.9583333333333333	1.1395416666666667
sub-5043	7	S_H	0.9583333333333333	1.3502954545454546
sub-5043	7	S_L	0.9583333333333333	1.3633939393939394
sub-5043	7	S_U	0.875	1.3560265151515152
sub-5043	9	S_C	1.0	0.8787083333333334
sub-5043	9	S_H	1.0	0.9385000000000001
sub-5043	9	S_L	1.0	0.8822083333333335
sub-5043	9	S_U	0.9583333333333333	1.0859583333333334
sub-5054	7	S_C	1.0	1.4535416666666667
sub-5054	7	S_H	0.8333333333333333	1.2807272727272727
sub-5054	7	S_L	0.9166666666666667	1.1832083333333334
sub-5054	7	S_U	0.8333333333333333	1.3026666666666666
sub-5054	9	S_C	1.0	0.90425
sub-5054	9	S_H	0.6666666666666667	1.2418030303030303
sub-5054	9	S_L	0.7916666666666666	1.325625
sub-5054	9	S_U	0.9583333333333333	1.2454583333333333
sub-5055	7	S_C	1.0	0.8257916666666667
sub-5055	7	S_H	1.0	1.1888333333333332
sub-5055	7	S_L	0.9583333333333333	1.331
sub-5055	7	S_U	1.0	1.260875
sub-5055	9	S_C	1.0	0.8026666666666666
sub-5055	9	S_H	0.9583333333333333	1.0520643939393939
sub-5055	9	S_L	1.0	1.1655
sub-5055	9	S_U	1.0	1.2563333333333335
sub-5058	7	S_C	1.0	0.8467083333333334
sub-5058	7	S_H	0.9166666666666666	1.180242424242424
sub-5058	7	S_L	0.875	1.2876818181818181
sub-5058	7	S_U	0.875	1.3389507575757578
sub-5058	9	S_C	1.0	0.93475
sub-5058	9	S_H	0.9583333333333333	0.9762916666666668
sub-5058	9	S_L	0.8333333333333333	1.1227083333333332
sub-5058	9	S_U	1.0	1.168
sub-5069	7	S_C	0.9166666666666667	2.1223333333333336
sub-5069	7	S_H	1.0	1.4770416666666666
sub-5069	7	S_L	0.9166666666666667	1.4370833333333333
sub-5069	7	S_U	0.9166666666666666	1.4610151515151517
sub-5069	9	S_C	1.0	2.237875
sub-5069	9	S_H	1.0	0.9995833333333333
sub-5069	9	S_L	1.0	1.086125
sub-5069	9	S_U	1.0	1.2349583333333334
sub-5070	7	S_C	1.0	2.0741666666666667
